,ES1 Index,VG1 Index,NK1 Index,TY1 Comdty,RX1 Comdty,JB1 Comdty,EC1 Curncy,JY1 Curncy,CL1 Comdty,GC1 Comdty,HG1 Comdty
1998-10-13,842.58,1260.23,9285.0,63.625,70.16,96.31,1.51504,151.167,55.13,584.15,97.69
1998-10-14,849.09,1292.96,9180.0,64.234375,70.54,95.97,1.5038,151.56,54.43,582.78,97.15
1998-10-15,893.82,1296.7,9068.0,64.234375,70.49,95.9,1.51567,152.826,54.43,585.52,97.02
1998-10-16,895.71,1316.34,9243.0,64.859375,70.86,95.9,1.52629,156.001,54.82,590.41,99.62
1998-10-19,898.44,1309.33,9459.0,64.796875,70.69,96.25,1.51005,156.893,51.72,582.78,98.69
1998-10-20,902.22,1358.43,9718.0,64.546875,70.53,96.43,1.5088,154.2,52.03,582.78,98.22
1998-10-21,901.17,1328.03,9970.0,64.421875,70.68,96.26,1.50068,153.754,52.03,580.82,97.62
1998-10-22,912.93,1316.34,9990.0,64.3125,70.56,96.32,1.50718,152.434,52.03,574.56,97.29
1998-10-23,902.22,1321.02,9851.0,64.015625,70.48,96.11,1.5078,152.38,52.33,575.74,96.95
1998-10-26,907.68,1335.04,9697.0,64.078125,70.35,96.0,1.49031,150.614,53.0,574.56,96.02
1998-10-27,902.64,1375.26,9683.0,64.453125,70.63,95.87,1.49181,152.327,52.63,576.91,95.35
1998-10-28,899.7,1340.66,9473.0,64.59375,70.63,96.25,1.49231,152.327,53.22,576.13,94.55
1998-10-29,921.12,1337.85,9585.0,64.765625,70.62,96.36,1.49231,153.468,53.04,576.91,95.48
1998-10-30,928.43,1362.63,9466.0,64.3125,70.57,96.58,1.49169,154.681,53.71,574.76,96.75
1998-11-02,941.91,1392.56,9781.0,63.875,70.29,96.49,1.49169,156.34,53.48,569.28,97.29
1998-11-03,935.82,1388.82,9781.0,63.890625,70.64,96.49,1.4817,155.502,52.89,566.93,96.95
1998-11-04,944.65,1428.57,10095.0,63.40625,70.5,96.15,1.47982,154.003,52.67,571.04,97.69
1998-11-05,958.3,1398.64,9963.0,63.328125,70.41,96.32,1.48607,152.434,52.03,576.91,97.82
1998-11-06,964.6,1401.91,9914.0,62.90625,70.1,96.5,1.47483,150.596,51.66,575.35,97.69
1998-11-09,954.73,1395.83,9942.0,63.1875,70.45,96.52,1.46234,147.403,49.83,574.17,96.82
1998-11-10,948.43,1374.32,9858.0,63.375,70.52,96.77,1.46658,146.083,50.36,575.74,95.42
1998-11-11,946.12,1385.55,10116.0,63.375,70.46,96.45,1.4732,147.278,50.47,574.76,96.02
1998-11-12,944.01,1383.21,9865.0,63.546875,70.67,96.7,1.46571,146.886,51.55,582.19,96.22
1998-11-13,952.63,1377.13,10004.0,63.453125,70.68,96.8,1.46683,145.958,50.54,580.24,94.95
1998-11-16,959.56,1405.19,10095.0,63.375,70.62,96.7,1.48082,148.919,47.75,578.48,94.08
1998-11-17,960.61,1402.85,10032.0,63.296875,70.76,96.79,1.4782,147.885,46.37,577.11,95.62
1998-11-18,966.07,1400.51,10109.0,63.328125,71.18,96.88,1.47358,147.225,45.22,583.56,95.88
1998-11-19,973.42,1433.24,10032.0,63.234375,71.39,96.8,1.46334,149.116,45.25,579.45,95.08
1998-11-20,980.56,1473.93,10340.0,63.375,71.47,96.48,1.45821,148.67,45.22,580.04,96.48
1998-11-23,1003.03,1505.72,10340.0,63.28125,71.44,96.48,1.45122,147.867,45.22,581.41,95.01
1998-11-24,996.94,1485.62,10570.0,63.234375,71.55,96.29,1.4496,147.528,45.22,580.04,94.88
1998-11-25,996.31,1489.36,10528.0,63.21875,71.57,95.98,1.45072,146.85,44.25,580.24,94.08
1998-11-26,1002.61,1519.75,10591.0,63.21875,71.66,95.28,1.45072,146.261,44.25,580.24,94.08
1998-11-27,1003.24,1534.72,10598.0,63.28125,71.76,95.16,1.44198,145.227,44.25,580.24,94.08
1998-11-30,976.57,1496.37,10438.0,63.640625,71.94,95.32,1.45447,145.102,41.86,572.41,93.61
1998-12-01,986.44,1429.04,10403.0,63.921875,71.98,94.96,1.46346,146.386,41.52,573.96,93.41
1998-12-02,984.76,1419.22,10466.0,64.265625,72.2,94.75,1.47345,148.955,41.93,572.6,92.04
1998-12-03,968.59,1440.26,10270.0,64.234375,72.03,95.22,1.47445,150.614,41.75,569.69,90.14
1998-12-04,991.48,1442.6,10228.0,63.984375,72.13,95.48,1.4722,149.972,41.67,570.86,89.94
1998-12-07,997.57,1451.95,10312.0,63.65625,72.24,95.35,1.46646,149.026,42.79,575.9,89.16
1998-12-08,992.53,1457.56,10312.0,63.96875,72.39,95.56,1.4767,149.74,42.16,573.19,89.16
1998-12-09,995.05,1460.83,10473.0,64.21875,72.81,94.89,1.47495,151.435,41.63,573.77,89.75
1998-12-10,979.93,1454.29,10312.0,64.3125,72.87,94.84,1.48869,152.023,39.99,573.96,89.22
1998-12-11,977.41,1426.23,10060.0,64.046875,72.75,95.06,1.49631,153.397,40.25,567.56,87.26
1998-12-14,954.73,1431.84,9871.0,64.15625,72.62,94.33,1.49394,154.485,42.12,567.95,86.99
1998-12-15,976.78,1441.19,9788.0,63.953125,72.47,94.58,1.48757,154.485,43.09,570.86,87.78
1998-12-16,976.78,1463.64,9864.0,64.15625,72.4,94.08,1.47832,154.29,46.19,575.13,89.22
1998-12-17,991.27,1472.99,9885.0,64.15625,72.51,94.16,1.47832,154.769,41.15,568.14,87.32
1998-12-18,995.38,1463.89,9920.0,64.078125,72.67,94.25,1.48145,155.462,40.85,563.29,86.93
1998-12-21,1009.77,1514.79,9788.0,63.8125,72.53,93.17,1.47458,154.538,40.33,562.91,87.06
1998-12-22,1011.01,1522.19,9564.0,63.546875,72.11,91.76,1.47333,153.934,40.33,560.58,87.52
1998-12-23,1033.05,1554.11,9564.0,63.203125,72.15,91.76,1.47208,154.894,40.33,558.64,86.6
1998-12-24,1030.55,1554.11,9620.0,62.96875,72.15,91.01,1.46446,154.485,39.97,557.67,86.6
1998-12-28,1025.56,1567.99,9578.0,63.21875,72.1,91.84,1.46983,155.178,40.79,558.25,87.26
1998-12-29,1043.02,1566.6,9690.0,63.4375,72.35,90.75,1.47295,155.196,41.72,556.89,88.7
1998-12-30,1032.63,1569.38,9578.0,63.546875,72.44,89.92,1.46496,156.119,41.82,558.83,87.65
1998-12-31,1035.54,1569.38,9578.0,63.53125,72.44,89.92,1.46983,157.807,42.89,560.97,88.04
1999-01-04,1031.8,1667.93,9361.0,63.4375,72.95,90.15,1.48207,160.063,43.92,559.22,85.68
1999-01-05,1041.99,1688.75,9221.0,63.25,72.93,90.56,1.47633,161.235,42.68,558.25,84.77
1999-01-06,1064.43,1735.02,9438.0,63.375,73.06,91.18,1.45409,158.571,45.56,559.61,85.55
1999-01-07,1062.36,1707.26,9438.0,63.1875,72.97,92.44,1.46746,161.484,46.59,567.17,85.49
1999-01-08,1070.88,1700.32,9312.0,62.8125,73.09,91.22,1.45247,161.519,46.52,566.4,86.34
1999-01-11,1059.03,1651.74,9396.0,62.6875,72.57,91.74,1.43923,164.894,47.84,569.5,88.04
1999-01-12,1040.11,1631.38,9354.0,62.90625,73.05,91.67,1.4471,159.192,45.88,561.16,87.72
1999-01-13,1030.14,1578.17,9396.0,63.15625,73.22,91.96,1.45984,158.127,43.82,556.7,87.06
1999-01-14,1013.51,1559.2,9578.0,63.46875,73.4,92.38,1.46658,157.736,43.25,557.47,86.21
1999-01-15,1038.04,1617.5,9578.0,63.1875,73.32,92.38,1.4516,156.954,43.11,557.47,86.86
1999-01-18,1045.1,1642.48,9641.0,63.1875,73.45,91.97,1.45297,156.51,43.11,557.47,86.86
1999-01-19,1045.1,1642.48,9662.0,63.140625,73.5,91.44,1.45422,157.611,43.0,556.31,87.65
1999-01-20,1054.46,1682.73,9774.0,62.984375,73.25,91.9,1.4471,158.482,42.04,557.67,86.47
1999-01-21,1025.15,1661.91,9997.0,63.21875,73.53,91.65,1.45259,157.327,42.04,558.64,86.27
1999-01-22,1024.73,1583.26,9878.0,63.5,73.66,91.77,1.45085,155.888,42.04,556.12,86.08
1999-01-25,1033.88,1590.66,9892.0,63.5,73.64,91.54,1.44685,156.865,41.21,558.64,85.62
1999-01-26,1052.17,1600.84,10032.0,63.40625,73.62,91.93,1.44747,156.83,39.95,555.34,85.1
1999-01-27,1038.45,1610.56,10081.0,63.46875,73.66,91.47,1.43124,154.414,40.81,549.72,84.37
1999-01-28,1052.38,1640.17,9962.0,63.5,73.64,91.24,1.42961,153.455,41.24,552.43,84.31
1999-01-29,1065.47,1658.68,10228.0,63.546875,73.56,90.64,1.42274,153.419,42.24,555.34,84.51
1999-02-01,1059.45,1683.2,10123.0,63.203125,73.22,90.5,1.41587,155.196,40.98,560.54,84.64
1999-02-02,1051.96,1643.41,9997.0,62.984375,73.32,89.1,1.42025,159.352,40.75,560.16,84.96
1999-02-03,1062.98,1617.5,9941.0,62.8125,73.05,89.22,1.4165,158.215,41.01,557.46,84.9
1999-02-04,1046.97,1613.8,9892.0,62.484375,72.64,89.85,1.41825,158.855,39.82,561.12,86.21
1999-02-05,1033.88,1620.74,9641.0,62.359375,72.76,89.08,1.4095,157.594,39.09,559.77,87.26
1999-02-08,1037.0,1604.54,9794.0,62.4375,72.38,90.31,1.41687,155.8,38.66,561.31,89.68
1999-02-09,1013.51,1559.2,9690.0,62.5625,72.78,91.36,1.41238,155.959,38.69,557.27,87.45
1999-02-10,1019.33,1538.38,9760.0,62.515625,72.8,91.33,1.41925,155.977,38.92,556.3,86.8
1999-02-11,1049.68,1568.46,9760.0,62.484375,72.93,91.33,1.40501,155.604,39.25,557.46,86.8
1999-02-12,1029.51,1582.34,9767.0,61.953125,72.41,90.73,1.41088,155.729,39.35,561.12,85.82
1999-02-15,1029.93,1586.5,9808.0,61.953125,72.07,90.49,1.40526,154.13,39.35,561.12,85.82
1999-02-16,1032.84,1576.78,9948.0,61.96875,72.07,91.22,1.40101,150.062,37.66,553.8,81.95
1999-02-17,1022.03,1554.57,9892.0,62.140625,72.28,91.61,1.40526,149.618,38.19,551.68,82.21
1999-02-18,1029.72,1566.14,9850.0,61.9375,72.17,92.04,1.40089,148.694,39.88,553.8,80.9
1999-02-19,1033.88,1579.1,9864.0,61.828125,72.3,92.88,1.38327,147.113,38.96,557.85,81.1
1999-02-22,1059.65,1610.1,10011.0,61.984375,72.5,93.09,1.37978,147.362,39.62,555.92,80.38
1999-02-23,1060.48,1642.48,10088.0,61.765625,72.64,92.31,1.37591,147.291,39.62,556.3,81.03
1999-02-24,1041.99,1655.44,10018.0,61.453125,72.47,92.38,1.37341,146.243,39.62,557.27,81.16
1999-02-25,1032.22,1610.1,10144.0,61.015625,71.66,92.17,1.38053,148.765,39.84,557.27,81.82
1999-02-26,1027.23,1618.89,10067.0,61.171875,71.63,92.1,1.3769,149.494,38.55,555.53,81.69
1999-03-01,1030.14,1595.29,9997.0,60.78125,71.15,92.42,1.36054,148.623,38.46,554.38,80.59
1999-03-02,1022.24,1600.38,9725.0,60.921875,71.26,92.66,1.36454,147.842,39.31,554.95,81.37
1999-03-03,1025.98,1566.14,9899.0,60.78125,70.98,93.53,1.36079,146.119,40.62,555.53,81.88
1999-03-04,1039.08,1591.59,9927.0,60.65625,70.9,93.72,1.35205,144.218,41.94,557.85,81.75
1999-03-05,1063.81,1639.71,10382.0,60.953125,71.81,93.96,1.35267,145.0,41.79,557.85,81.88
1999-03-08,1066.93,1617.96,10326.0,61.0,71.75,93.77,1.36042,146.172,42.82,564.01,80.91
1999-03-09,1064.02,1618.89,10543.0,61.296875,71.59,93.45,1.36067,147.042,43.52,565.36,81.49
1999-03-10,1071.71,1616.11,10787.0,61.234375,71.72,93.52,1.36829,148.268,46.15,566.9,81.88
1999-03-11,1084.6,1633.23,10864.0,61.234375,72.23,93.08,1.3779,148.943,44.96,569.41,81.49
1999-03-12,1073.58,1657.29,10864.0,61.390625,72.06,93.38,1.36204,149.547,45.53,565.36,80.66
1999-03-15,1086.26,1659.6,11075.0,61.46875,72.07,92.87,1.36775,150.4,45.4,554.18,79.75
1999-03-16,1085.84,1668.39,11152.0,61.625,72.44,92.85,1.37547,150.4,45.43,547.05,79.88
1999-03-17,1080.02,1656.36,11349.0,61.515625,72.49,93.54,1.37596,149.997,47.29,547.44,80.46
1999-03-18,1096.24,1659.6,11082.0,61.609375,72.59,93.62,1.37173,150.68,47.13,546.28,79.62
1999-03-19,1078.33,1685.56,11482.0,61.390625,72.48,93.76,1.3614,150.907,47.88,548.21,79.75
1999-03-22,1079.77,1670.29,11482.0,61.28125,72.37,93.76,1.36464,149.787,48.7,548.79,83.3
1999-03-23,1047.65,1623.57,11222.0,61.28125,72.15,93.72,1.36389,149.875,48.7,548.6,84.72
1999-03-24,1053.62,1599.98,10906.0,61.421875,72.2,93.22,1.36165,149.91,48.7,547.44,84.21
1999-03-25,1073.8,1635.6,11300.0,61.234375,72.26,93.76,1.35456,149.665,49.75,545.51,85.05
1999-03-26,1068.03,1614.32,11222.0,61.234375,71.94,94.22,1.34584,146.954,51.33,538.96,84.14
1999-03-29,1083.47,1637.45,11243.0,61.046875,71.88,94.04,1.34223,147.111,52.19,540.12,80.66
1999-03-30,1083.47,1631.44,11131.0,61.28125,72.08,94.43,1.3395,146.866,53.33,538.0,80.33
1999-03-31,1064.94,1640.69,11061.0,61.140625,72.2,94.29,1.34447,148.44,53.21,539.15,81.04
1999-04-01,1072.77,1655.49,11468.0,61.046875,72.16,94.43,1.34833,146.569,52.83,539.35,81.17
1999-04-02,1072.77,1655.49,11496.0,61.40625,72.16,94.3,1.34833,146.569,52.83,539.35,81.17
1999-04-05,1098.09,1655.49,11503.0,61.4375,72.16,94.18,1.33875,144.907,53.81,536.09,81.37
1999-04-06,1095.62,1697.58,11552.0,61.6875,72.89,93.94,1.35468,146.236,53.37,538.96,81.04
1999-04-07,1102.21,1683.71,11587.0,61.640625,72.85,94.52,1.34622,145.484,50.89,539.92,83.5
1999-04-08,1116.2,1688.33,11784.0,62.046875,73.44,94.98,1.34223,145.344,50.25,540.68,83.24
1999-04-09,1118.47,1702.67,11833.0,62.03125,73.32,95.0,1.34983,145.904,52.6,542.02,83.37
1999-04-12,1129.79,1701.75,11630.0,62.03125,73.53,95.34,1.35244,146.779,52.06,544.13,82.08
1999-04-13,1121.76,1716.09,11756.0,61.828125,73.27,95.04,1.34559,147.216,53.08,546.23,84.79
1999-04-14,1102.82,1704.06,11756.0,61.78125,73.29,94.87,1.34896,148.668,52.29,541.64,84.01
1999-04-15,1096.85,1681.39,11749.0,61.703125,73.06,95.39,1.33701,148.388,53.56,545.66,86.73
1999-04-16,1090.06,1682.78,11791.0,61.5,73.08,95.21,1.33838,149.63,55.02,546.23,89.05
1999-04-19,1071.33,1711.0,11672.0,61.65625,73.17,95.49,1.32817,149.892,56.51,547.57,90.92
1999-04-20,1082.85,1665.2,11756.0,61.765625,73.22,95.83,1.3273,148.248,56.45,546.8,88.66
1999-04-21,1113.12,1674.46,11538.0,61.75,73.3,95.85,1.3263,147.129,56.45,546.04,89.24
1999-04-22,1127.32,1689.26,11686.0,61.421875,73.19,96.11,1.32556,147.373,56.45,545.47,91.12
1999-04-23,1124.03,1687.41,11911.0,61.4375,73.25,95.75,1.32506,147.513,55.7,544.89,90.02
1999-04-26,1129.38,1697.58,11932.0,61.515625,73.11,95.99,1.3217,147.618,54.83,540.49,89.57
1999-04-27,1133.5,1723.49,11932.0,61.609375,73.32,96.45,1.33153,146.219,55.3,542.21,89.89
1999-04-28,1119.09,1718.86,11925.0,61.5,73.14,96.03,1.32618,147.513,57.28,543.36,90.28
1999-04-29,1109.62,1714.7,11925.0,61.71875,73.48,96.03,1.32195,147.776,57.53,549.48,92.47
1999-04-30,1101.59,1729.96,11749.0,61.140625,73.06,96.23,1.32095,147.286,57.94,550.44,92.54
1999-05-03,1119.29,1735.05,11749.0,61.125,73.25,96.23,1.32008,146.184,58.53,550.06,93.24
1999-05-04,1105.91,1729.96,11749.0,60.9375,72.91,96.23,1.32692,145.537,58.74,548.72,92.47
1999-05-05,1113.32,1706.83,11749.0,61.015625,72.96,96.23,1.34086,145.799,58.93,551.78,91.84
1999-05-06,1105.29,1698.05,12149.0,60.625,72.65,96.78,1.3492,145.939,56.88,555.98,92.66
1999-05-07,1113.53,1693.88,11946.0,60.5,72.72,96.85,1.34037,145.467,56.57,542.6,91.9
1999-05-10,1109.21,1696.2,11925.0,60.609375,72.63,96.6,1.34721,145.834,57.44,532.46,91.9
1999-05-11,1118.47,1706.83,11742.0,60.421875,72.58,96.47,1.33638,145.274,56.07,533.23,91.84
1999-05-12,1127.32,1695.73,11939.0,60.5,72.62,96.67,1.32829,145.309,54.55,531.31,90.31
1999-05-13,1132.26,1695.73,11889.0,60.890625,72.62,97.13,1.33004,144.155,55.98,531.89,91.07
1999-05-14,1103.65,1673.99,11819.0,60.125,72.09,97.56,1.32829,143.053,56.01,528.25,91.46
1999-05-17,1104.26,1644.39,11545.0,60.0,72.12,97.53,1.33029,142.248,55.7,525.57,90.69
1999-05-18,1104.47,1662.89,11524.0,59.890625,72.35,97.31,1.3324,142.528,53.12,524.43,89.99
1999-05-19,1111.06,1680.93,11335.0,60.09375,72.27,97.21,1.32879,141.181,52.41,523.09,87.39
1999-05-20,1105.5,1701.75,11377.0,60.046875,72.38,97.45,1.32506,141.076,52.88,525.38,86.37
1999-05-21,1099.12,1703.6,11440.0,60.234375,72.72,97.13,1.31859,141.479,52.88,522.71,85.35
1999-05-24,1080.8,1703.6,11510.0,60.3125,72.72,97.01,1.32008,142.388,52.88,521.94,85.41
1999-05-25,1057.74,1679.54,11405.0,60.296875,72.7,97.14,1.3202,142.825,53.12,517.92,85.67
1999-05-26,1074.21,1677.23,11377.0,60.125,72.66,96.76,1.30452,143.665,53.77,515.44,84.52
1999-05-27,1058.97,1655.49,11293.0,59.8125,72.31,96.5,1.30104,145.607,53.22,517.35,80.33
1999-05-28,1067.83,1663.35,11187.0,59.796875,72.35,96.67,1.29581,144.312,52.19,517.16,79.88
1999-05-31,1070.5,1677.23,11278.0,59.796875,72.3,96.68,1.29867,144.05,52.19,517.16,79.88
1999-06-01,1066.8,1670.29,11559.0,59.28125,71.66,95.88,1.30153,145.344,50.64,512.41,80.77
1999-06-02,1067.41,1673.99,11489.0,59.28125,71.51,95.33,1.28896,144.4,51.6,507.84,79.25
1999-06-03,1074.62,1673.99,11370.0,59.359375,71.51,95.91,1.28585,143.962,51.88,508.79,79.37
1999-06-04,1094.79,1702.21,11433.0,59.359375,71.37,95.75,1.2917,143.245,53.68,508.03,78.86
1999-06-07,1097.06,1721.64,11587.0,59.390625,71.54,95.66,1.28075,144.994,55.35,508.03,80.14
1999-06-08,1088.0,1723.95,11637.0,59.3125,71.42,96.34,1.30216,147.286,54.73,501.57,80.9
1999-06-09,1085.74,1729.5,11679.0,59.234375,71.24,96.03,1.3039,147.234,55.76,496.44,81.22
1999-06-10,1076.68,1711.46,12016.0,59.046875,70.56,95.89,1.30477,147.216,55.32,494.53,81.41
1999-06-11,1065.97,1738.29,12009.0,58.71875,70.39,94.45,1.31211,148.196,57.12,498.72,82.11
1999-06-14,1067.41,1723.02,12114.0,58.875,70.81,95.15,1.29774,145.239,56.81,498.15,82.55
1999-06-15,1074.62,1730.89,12143.0,58.953125,70.96,95.73,1.29761,145.464,57.49,496.24,80.45
1999-06-16,1094.59,1747.54,12093.0,59.046875,71.01,95.7,1.284,145.603,55.6,494.15,80.07
1999-06-17,1104.68,1763.27,12319.0,59.578125,71.43,94.75,1.28722,146.917,56.38,494.34,80.45
1999-06-18,1105.7,1776.13,12311.0,59.40625,71.31,94.79,1.29279,145.36,55.76,496.05,83.19
1999-06-21,1108.34,1802.96,12480.0,59.203125,70.76,94.93,1.28772,142.905,54.86,494.91,83.95
1999-06-22,1099.58,1794.63,12516.0,59.0625,70.53,95.23,1.28462,143.821,54.58,494.15,84.46
1999-06-23,1093.88,1769.19,12382.0,58.84375,70.16,94.58,1.28524,143.545,54.58,497.77,83.95
1999-06-24,1086.14,1743.75,12438.0,58.703125,69.58,94.75,1.29502,143.579,54.58,498.91,84.4
1999-06-25,1083.08,1747.45,12304.0,58.78125,69.88,94.18,1.29774,144.063,54.88,495.86,87.77
1999-06-28,1095.3,1750.69,12438.0,59.0,69.84,94.08,1.28796,144.306,54.4,498.15,88.66
1999-06-29,1105.7,1757.17,12558.0,59.125,70.07,93.86,1.28586,144.427,55.03,498.15,90.06
1999-06-30,1126.07,1759.02,12361.0,59.625,70.15,93.28,1.2866,144.357,57.56,501.19,96.61
1999-07-01,1134.5,1795.09,12600.0,59.453125,69.78,94.12,1.27262,144.651,57.86,502.71,95.79
1999-07-02,1145.83,1809.9,12663.0,59.484375,69.56,94.79,1.27398,144.288,58.76,503.09,96.42
1999-07-05,1148.68,1848.29,12776.0,59.484375,69.64,95.25,1.27225,142.801,58.76,503.09,96.42
1999-07-06,1143.59,1844.59,12748.0,59.34375,69.26,94.69,1.2725,143.164,59.03,490.16,96.04
1999-07-07,1144.61,1837.18,12670.0,59.25,68.81,94.95,1.27151,142.939,59.0,490.54,99.07
1999-07-08,1145.02,1829.78,12614.0,59.5,69.02,94.9,1.26903,142.369,58.82,489.97,98.5
1999-07-09,1152.35,1838.57,12572.0,59.453125,68.95,94.83,1.26458,142.594,59.5,490.73,98.44
1999-07-12,1148.28,1838.57,12839.0,59.84375,69.5,95.25,1.26223,142.87,59.41,487.69,98.18
1999-07-13,1144.0,1810.82,12790.0,59.921875,69.47,95.8,1.26421,143.821,60.13,488.07,96.04
1999-07-14,1148.48,1814.98,12903.0,59.828125,69.55,95.32,1.26891,144.669,59.44,484.84,97.93
1999-07-15,1156.83,1830.71,12980.0,59.859375,68.91,95.15,1.26804,144.323,60.16,484.46,100.7
1999-07-16,1163.35,1827.93,12854.0,60.015625,69.2,94.47,1.26656,144.098,61.53,483.89,98.69
1999-07-19,1155.61,1827.01,13029.0,60.046875,69.33,94.24,1.2793,148.006,61.0,482.75,98.18
1999-07-20,1130.76,1786.77,13029.0,60.109375,69.69,94.24,1.29328,146.605,57.8,483.13,96.99
1999-07-21,1129.13,1755.78,12839.0,60.078125,69.95,94.54,1.30689,147.522,57.8,487.31,94.21
1999-07-22,1114.66,1745.6,12438.0,59.671875,69.68,95.12,1.30665,149.39,57.8,488.07,95.03
1999-07-23,1110.58,1720.63,12297.0,59.453125,69.53,95.48,1.30541,149.459,59.8,485.6,94.02
1999-07-26,1104.07,1702.12,12290.0,59.390625,69.66,95.26,1.32384,149.338,59.48,484.27,94.15
1999-07-27,1111.4,1704.44,12297.0,59.515625,69.57,95.91,1.31865,149.684,59.08,483.89,95.03
1999-07-28,1114.66,1704.9,12438.0,59.515625,69.6,95.41,1.3236,149.995,59.54,483.89,93.9
1999-07-29,1099.99,1651.25,12642.0,59.265625,69.18,94.18,1.33127,150.738,60.79,489.21,92.45
1999-07-30,1085.32,1681.31,12452.0,59.15625,68.86,94.52,1.32879,151.949,59.51,488.45,96.1
1999-08-02,1088.99,1688.25,12572.0,59.125,68.54,93.96,1.32644,152.295,59.28,486.55,94.28
1999-08-03,1082.88,1671.6,12621.0,59.046875,68.49,93.63,1.32595,150.877,58.85,488.64,95.28
1999-08-04,1066.78,1665.12,12403.0,59.0625,68.55,93.6,1.33696,152.104,59.25,489.4,95.98
1999-08-05,1076.76,1620.72,12143.0,59.265625,68.17,94.21,1.33461,152.104,59.6,488.45,97.55
1999-08-06,1064.34,1633.21,12044.0,58.75,67.8,94.32,1.33461,151.499,60.53,489.78,97.93
1999-08-09,1062.3,1665.12,12100.0,58.421875,68.06,93.88,1.32793,150.877,61.66,491.1,97.99
1999-08-10,1051.7,1633.67,12072.0,58.359375,68.04,93.46,1.32842,151.309,61.74,492.05,96.73
1999-08-11,1062.71,1637.37,12100.0,58.5,68.24,94.15,1.32174,150.635,62.38,495.28,97.99
1999-08-12,1063.32,1687.32,12283.0,58.515625,68.65,94.09,1.32261,150.289,62.27,498.12,97.17
1999-08-13,1086.34,1728.49,12276.0,58.890625,68.72,94.06,1.31023,150.047,62.82,498.12,97.81
1999-08-16,1091.64,1723.4,12565.0,58.9375,68.56,93.6,1.31023,151.396,61.92,496.79,97.68
1999-08-17,1097.75,1737.28,12544.0,59.265625,68.74,93.44,1.30331,152.277,63.02,499.26,97.11
1999-08-18,1087.56,1730.8,12621.0,59.28125,68.93,93.6,1.30516,155.044,62.38,495.84,93.96
1999-08-19,1081.45,1702.12,12649.0,59.1875,68.96,94.32,1.31778,155.788,63.11,494.14,94.21
1999-08-20,1092.66,1717.85,12811.0,59.234375,69.22,94.39,1.32223,155.909,62.76,491.29,93.33
1999-08-23,1113.84,1742.37,12882.0,59.21875,69.15,94.11,1.30145,155.684,62.76,484.85,93.14
1999-08-24,1116.9,1755.32,12741.0,59.453125,69.13,93.9,1.30491,156.601,62.76,482.0,95.22
1999-08-25,1127.09,1790.47,12544.0,59.828125,69.68,93.65,1.29155,156.099,60.16,481.05,94.84
1999-08-26,1114.66,1783.53,12438.0,59.734375,69.35,93.91,1.29427,155.373,61.24,481.81,94.34
1999-08-27,1101.42,1787.23,12445.0,59.421875,69.17,93.97,1.29551,155.338,62.17,483.14,94.97
1999-08-30,1080.64,1776.13,12614.0,59.0625,68.75,93.71,1.29563,156.549,64.34,483.71,94.09
1999-08-31,1075.54,1742.83,12368.0,58.984375,68.54,94.24,1.30999,158.174,64.63,486.74,97.93
1999-09-01,1087.15,1757.17,12509.0,58.984375,68.62,94.2,1.31197,158.883,64.28,483.52,99.79
1999-09-02,1075.95,1719.24,12438.0,58.875,68.07,94.27,1.32285,158.641,62.82,485.61,100.22
1999-09-03,1110.38,1766.42,12389.0,59.28125,68.48,94.48,1.31407,157.344,64.31,483.52,99.91
1999-09-06,1111.4,1783.07,12523.0,59.28125,68.55,94.51,1.31085,157.932,64.31,483.52,99.91
1999-09-07,1102.23,1769.65,12473.0,59.109375,67.88,94.15,1.31073,156.186,66.09,486.55,102.2
1999-09-08,1096.93,1770.12,12403.0,59.203125,67.92,94.14,1.31122,155.788,66.24,487.31,101.64
1999-09-09,1096.12,1786.31,12509.0,59.046875,67.48,94.06,1.3038,160.37,67.82,489.02,103.06
1999-09-10,1102.23,1802.03,12473.0,59.34375,67.63,94.72,1.28128,158.935,68.84,487.5,102.44
1999-09-13,1097.75,1785.38,12586.0,59.28125,67.37,94.86,1.28314,162.549,70.77,487.31,101.58
1999-09-14,1090.01,1768.73,12403.0,59.09375,67.12,95.45,1.2758,163.505,69.75,488.07,99.97
1999-09-15,1073.5,1748.38,12403.0,59.234375,67.01,95.45,1.28081,165.981,70.54,486.55,102.51
1999-09-16,1075.13,1746.07,12078.0,59.359375,67.43,95.45,1.28167,164.41,71.65,486.74,101.76
1999-09-17,1089.65,1753.2,12156.0,59.484375,67.6,95.45,1.28253,161.713,72.26,483.71,104.3
1999-09-20,1087.43,1755.51,12389.0,59.328125,67.46,96.36,1.27898,162.532,71.0,483.52,102.57
1999-09-21,1065.86,1731.03,12509.0,59.25,67.37,96.36,1.29109,164.837,71.5,494.52,103.43
1999-09-22,1065.66,1729.19,12142.0,59.296875,67.45,96.36,1.2862,166.134,71.5,501.15,101.64
1999-09-23,1040.87,1736.11,12142.0,59.609375,67.75,96.36,1.28448,165.947,71.5,503.43,100.78
1999-09-24,1039.46,1709.8,11789.0,59.9375,68.02,96.36,1.28656,165.93,71.18,507.98,99.11
1999-09-27,1045.1,1731.5,11839.0,59.671875,67.54,96.36,1.28913,163.027,70.75,534.53,98.55
1999-09-28,1043.49,1709.33,12205.0,59.4375,67.59,95.78,1.29807,162.737,69.95,584.21,101.02
