,ES1 Index,VG1 Index,NK1 Index,TY1 Comdty,RX1 Comdty,JB1 Comdty,EC1 Curncy,JY1 Curncy,CL1 Comdty,GC1 Comdty,HG1 Comdty
1997-09-10,814.08,,12959.0,58.078125,62.88,88.03,,162.991,99.21,666.28,136.76
1997-09-11,808.08,,12641.0,58.0,62.82,87.94,,162.621,98.96,671.44,133.32
1997-09-12,821.86,,12315.0,58.3125,62.96,88.23,,160.813,98.7,670.82,133.95
1997-09-15,819.86,,12315.0,58.328125,62.96,88.23,,161.727,98.45,667.72,134.65
1997-09-16,841.65,,12446.0,58.921875,63.27,88.44,,160.306,100.18,663.8,133.18
1997-09-17,841.21,,12204.0,58.96875,63.28,88.51,,160.843,99.21,662.56,133.39
1997-09-18,843.21,,12467.0,58.9375,63.48,88.44,,159.633,99.01,663.59,135.5
1997-09-19,846.07,,12495.0,58.96875,63.35,88.44,,158.98,98.86,664.21,135.28
1997-09-22,850.69,,12599.0,59.078125,63.46,88.71,,159.403,100.13,664.21,134.02
1997-09-23,846.95,,12599.0,58.96875,63.49,88.71,,159.384,100.13,666.28,133.67
1997-09-24,840.35,,12765.0,59.125,63.69,88.74,,161.535,100.13,669.17,134.51
1997-09-25,833.31,,12668.0,58.828125,63.47,88.97,,160.69,102.39,676.19,133.04
1997-09-26,839.25,,12426.0,58.984375,63.52,89.07,,160.152,104.8,675.16,133.67
1997-09-29,846.73,,12446.0,58.953125,63.49,89.41,,160.421,106.76,677.64,139.64
1997-09-30,840.35,,12301.0,58.890625,63.62,89.17,,161.17,106.36,690.44,136.2
1997-10-01,848.27,,12343.0,59.15625,63.86,89.71,,160.574,105.71,688.8,135.64
1997-10-02,853.11,,12128.0,59.234375,63.88,89.71,,159.403,109.32,683.47,131.63
1997-10-03,858.84,,12239.0,59.25,63.88,89.33,,158.884,114.3,690.44,131.77
1997-10-06,863.02,,12349.0,59.421875,64.04,89.6,,159.057,110.13,685.73,132.41
1997-10-07,871.16,,12135.0,59.5,64.0,90.0,,158.231,110.28,683.06,133.18
1997-10-08,864.78,,12239.0,59.03125,63.84,89.84,,159.979,111.38,687.16,132.34
1997-10-09,861.04,,12086.0,58.984375,63.41,89.43,,160.018,111.08,674.66,133.46
1997-10-10,859.94,,12086.0,58.765625,63.17,89.43,,161.688,110.98,678.76,132.34
1997-10-13,859.5,,11927.0,58.765625,63.38,89.64,,161.688,107.06,675.89,132.2
1997-10-14,860.6,,12072.0,59.015625,63.51,89.5,,159.269,103.95,674.87,134.58
1997-10-15,857.08,,11934.0,58.921875,63.2,89.55,,159.864,103.3,672.41,136.27
1997-10-16,844.97,,12308.0,58.921875,62.95,89.35,,161.688,105.31,669.74,133.95
1997-10-17,835.29,,12093.0,58.6875,62.86,89.59,,160.44,103.4,668.51,134.44
1997-10-20,847.17,,12017.0,58.734375,63.02,89.85,,159.71,103.95,665.64,136.13
1997-10-21,862.36,,11927.0,58.734375,62.85,89.86,,160.21,103.8,663.8,133.25
1997-10-22,857.74,,12232.0,58.78125,62.63,89.89,,160.171,103.8,663.19,133.88
1997-10-23,841.23,,11961.0,59.109375,62.87,90.02,,158.731,103.8,665.44,131.84
1997-10-24,831.1,,12058.0,59.1875,63.17,90.1,,158.731,103.21,632.44,127.91
1997-10-27,769.48,,11816.0,59.53125,62.91,90.31,,158.327,103.7,640.03,127.0
1997-10-28,813.94,,11268.0,59.265625,63.09,90.51,,160.709,100.7,648.63,127.07
1997-10-29,813.72,,11670.0,59.5,63.29,90.39,,159.941,101.93,644.33,127.84
1997-10-30,795.01,,11352.0,59.71875,63.41,90.65,,160.555,104.44,650.07,127.7
1997-10-31,813.5,,11407.0,59.75,63.53,90.54,,160.536,103.75,639.62,127.42
1997-11-03,832.65,,11407.0,59.515625,63.31,90.54,,158.98,103.16,644.33,127.0
1997-11-04,829.34,,11407.0,59.390625,63.4,90.54,,158.097,101.88,645.15,126.79
1997-11-05,833.75,,11393.0,59.40625,63.31,90.65,,156.925,99.96,644.54,127.0
1997-11-06,829.56,,11386.0,59.59375,63.27,90.58,,156.733,100.35,641.87,125.11
1997-11-07,819.88,,10957.0,59.546875,63.43,90.65,,155.408,102.22,637.77,125.25
1997-11-10,815.48,,10901.0,59.53125,63.44,90.35,,155.178,100.4,637.57,127.28
1997-11-11,815.7,,10977.0,59.53125,63.4,90.2,,155.178,100.94,636.54,125.53
1997-11-12,799.63,,10603.0,59.59375,63.19,89.92,,152.739,100.85,632.03,124.33
1997-11-13,809.31,,10721.0,59.640625,63.44,90.58,,152.969,101.88,632.85,124.4
1997-11-14,820.98,,10423.0,59.671875,63.54,90.38,,153.661,103.36,623.63,124.96
1997-11-17,836.39,,11116.0,59.71875,63.56,90.01,,153.392,99.71,624.45,125.18
1997-11-18,829.78,,11636.0,59.71875,63.59,90.01,,153.18,98.63,630.4,120.68
1997-11-19,834.41,,10984.0,59.84375,63.86,89.96,,152.067,97.45,625.07,120.61
1997-11-20,847.83,,11386.0,59.75,63.95,89.86,,152.72,94.3,622.61,119.21
1997-11-21,853.56,,11670.0,59.859375,63.86,89.88,,152.451,94.3,626.91,117.94
1997-11-24,836.17,,11670.0,59.703125,64.0,89.88,,151.875,94.3,622.81,117.52
1997-11-25,837.93,,10977.0,59.71875,64.1,90.4,,151.279,93.83,615.84,117.8
1997-11-26,840.79,,11164.0,59.6875,64.04,90.26,,151.49,91.07,608.47,118.01
1997-11-28,840.79,,11566.0,59.6875,64.2,90.2,,150.607,91.07,608.47,118.01
1997-12-01,862.36,,11781.0,59.71875,64.24,90.32,,149.186,88.74,602.56,114.31
1997-12-02,858.4,,11712.0,59.71875,64.45,90.28,,149.493,89.21,602.96,114.38
1997-12-03,860.6,,11532.0,59.78125,64.4,90.62,,149.435,89.4,600.11,112.25
1997-12-04,860.16,,11358.0,59.78125,64.53,90.78,,148.571,88.45,587.89,113.21
1997-12-05,868.52,,11407.0,59.546875,64.41,90.41,,147.669,88.97,591.96,111.36
1997-12-08,866.76,,11157.0,59.375,64.45,90.44,,147.304,89.59,590.94,113.21
1997-12-09,861.92,,11580.0,59.421875,64.41,89.92,,148.341,88.78,580.55,112.8
1997-12-10,854.22,,11449.0,59.609375,64.43,90.14,,148.571,86.26,588.09,112.73
1997-12-11,840.35,,11137.0,59.875,64.76,90.33,,147.649,86.31,582.79,111.91
1997-12-12,841.23,,11033.0,60.140625,64.97,90.1,,147.265,86.6,580.35,112.32
1997-12-15,848.05,,11033.0,60.0,64.91,90.24,,146.881,86.41,583.61,110.13
1997-12-16,853.56,,11047.0,60.015625,64.9,90.14,,146.881,86.41,581.57,108.83
1997-12-17,849.15,,11427.0,59.9375,64.77,89.72,,151.067,86.5,593.18,110.61
1997-12-18,840.35,,11130.0,60.078125,65.03,90.08,,149.059,88.07,589.31,111.36
1997-12-19,833.82,,10542.0,60.25,65.13,90.1,,148.377,87.45,593.18,111.09
1997-12-22,838.39,,10161.0,60.234375,65.13,90.14,,147.355,87.45,596.44,110.88
1997-12-23,822.93,,10161.0,60.21875,65.21,90.14,,148.207,87.45,602.15,109.37
1997-12-24,820.1,,10410.0,60.171875,65.21,90.2,,147.696,87.55,607.04,108.41
1997-12-26,823.8,,10203.0,60.171875,65.21,90.2,,146.938,86.83,603.58,108.21
1997-12-29,841.0,,10210.0,60.109375,65.1,90.21,,147.942,84.07,596.04,106.56
1997-12-30,852.76,,10542.0,59.9375,64.77,90.14,,147.071,83.97,594.2,107.66
1997-12-31,852.54,,10542.0,60.109375,64.77,90.14,,146.521,84.16,590.74,107.11
1998-01-02,857.55,,10542.0,60.421875,64.87,90.14,,144.4,83.16,589.72,106.22
1998-01-05,859.51,,10383.0,60.9375,65.45,90.52,,143.036,80.58,576.07,104.78
1998-01-06,845.57,,10307.0,61.0,65.38,90.71,,142.979,80.68,575.25,105.19
1998-01-07,848.19,,10362.0,60.84375,65.47,90.62,,146.086,80.25,580.14,104.51
1998-01-08,837.08,,10376.0,61.078125,65.85,90.41,,143.983,80.96,574.23,104.03
1998-01-09,809.43,,10431.0,61.390625,65.97,90.45,,144.608,79.34,568.73,103.27
1998-01-12,823.37,,10189.0,61.390625,66.08,90.61,,143.889,78.58,568.32,102.59
1998-01-13,835.56,,10231.0,61.296875,66.04,90.51,,145.063,78.39,578.31,105.47
1998-01-14,838.83,,10473.0,61.140625,66.1,90.47,,145.858,78.48,575.46,106.01
1998-01-15,831.64,,10473.0,61.109375,66.05,90.47,,147.241,77.96,583.61,106.97
1998-01-16,843.4,,11102.0,60.890625,66.02,90.15,,147.828,78.77,593.18,105.95
1998-01-19,846.66,,11220.0,60.890625,66.07,90.07,,148.302,78.77,593.18,105.95
1998-01-20,857.98,,11330.0,60.8125,66.05,90.0,,148.68,78.34,593.59,105.6
1998-01-21,849.49,,11572.0,60.890625,65.86,89.59,,150.404,78.34,597.67,106.08
1998-01-22,841.44,,11427.0,60.890625,65.87,89.81,,149.949,78.34,593.59,107.73
1998-01-23,839.91,,11635.0,60.390625,65.74,89.3,,151.938,78.34,611.93,108.96
1998-01-26,839.04,,11780.0,60.625,65.97,89.28,,150.442,83.72,605.41,109.37
1998-01-27,847.97,,11787.0,60.40625,65.89,89.29,,152.128,84.51,612.75,111.36
1998-01-28,855.15,,11752.0,60.40625,65.85,89.21,,152.885,86.15,623.55,110.54
1998-01-29,859.51,,11801.0,60.8125,66.15,89.17,,151.73,88.69,617.03,110.68
1998-01-30,860.16,,11524.0,60.9375,66.17,89.45,,149.912,85.66,617.23,108.76
1998-02-02,874.31,,11649.0,60.796875,66.05,89.28,,150.688,84.86,618.04,108.14
1998-02-03,880.19,,11794.0,60.828125,66.2,89.32,,151.294,82.12,602.23,105.26
1998-02-04,879.32,,11738.0,60.828125,65.95,89.53,,154.23,81.48,610.34,106.08
1998-02-05,878.67,,11822.0,60.640625,65.82,89.52,,154.23,82.52,609.33,105.47
1998-02-06,887.37,,11849.0,60.625,66.0,89.53,,153.34,83.12,607.91,104.99
1998-02-09,883.89,,11891.0,60.5,65.99,89.72,,153.624,82.77,611.15,103.34
1998-02-10,891.95,,11911.0,60.578125,66.15,89.77,,154.495,81.77,612.57,105.53
1998-02-11,891.51,,11911.0,60.78125,66.49,89.77,,154.23,80.38,611.56,105.81
1998-02-12,894.12,,11849.0,60.71875,66.64,89.62,,152.62,79.44,608.72,105.53
1998-02-13,890.2,,11566.0,60.84375,66.61,89.79,,151.862,79.73,611.15,104.16
1998-02-16,887.37,,11600.0,60.84375,66.71,89.93,,150.953,79.73,611.15,104.16
1998-02-17,894.78,,11642.0,61.0,66.94,89.94,,150.082,77.94,606.89,103.34
1998-02-18,901.52,,11538.0,60.875,66.83,90.02,,150.423,80.88,606.08,102.11
1998-02-19,897.61,,11503.0,60.828125,66.82,90.24,,150.461,80.43,608.72,103.07
1998-02-20,903.48,,11586.0,60.734375,66.69,90.24,,148.415,80.38,605.27,101.69
1998-02-23,906.75,,11476.0,60.578125,66.74,90.56,,148.472,80.38,597.17,99.77
1998-02-24,900.22,,11178.0,60.21875,66.76,90.56,,148.491,80.38,593.12,99.5
1998-02-25,910.45,,11296.0,60.390625,66.95,90.18,,147.355,81.12,593.93,102.72
1998-02-26,916.11,,11420.0,60.3125,66.9,90.17,,149.362,80.59,598.59,104.23
1998-02-27,914.8,,11704.0,60.390625,66.84,90.02,,150.537,81.06,608.11,103.96
1998-03-02,914.37,,11911.0,60.109375,66.9,90.13,,151.427,80.54,608.92,107.73
1998-03-03,919.16,,11835.0,59.921875,66.67,90.22,,150.385,80.17,604.87,105.85
1998-03-04,912.63,,11794.0,59.953125,66.3,90.25,,149.646,80.43,601.42,106.25
1998-03-05,904.35,,11642.0,59.90625,66.44,90.55,,148.226,80.49,595.95,108.54
1998-03-06,920.9,,11877.0,60.0625,66.41,90.32,,148.226,78.28,598.18,108.48
1998-03-09,917.85,,11738.0,60.21875,66.8,90.61,,148.226,75.24,597.78,108.0
1998-03-10,927.43,,11752.0,60.234375,66.84,90.67,,148.794,74.87,600.82,108.88
1998-03-11,930.48,,11607.0,60.375,66.86,90.97,,146.616,74.45,597.98,108.68
1998-03-12,933.96,,11462.0,60.59375,67.12,90.89,,146.483,74.55,597.98,112.93
1998-03-13,931.35,,11802.0,60.546875,66.96,90.81,,147.733,73.82,599.6,111.71
1998-03-16,940.49,,11663.0,60.671875,67.07,91.08,,146.199,69.72,597.98,112.12
1998-03-17,942.67,,11760.0,60.609375,67.01,90.99,,146.199,69.36,592.3,111.31
1998-03-18,945.5,,11483.0,60.546875,67.07,91.03,,144.97,75.29,590.89,109.08
1998-03-19,948.98,,11580.0,60.5,66.85,90.93,,144.169,75.13,591.9,108.14
1998-03-20,952.47,,11677.0,60.5625,67.04,90.8,,144.467,75.18,592.1,108.0
1998-03-23,949.9,,11670.0,60.578125,66.96,91.08,,144.43,75.18,606.89,110.16
1998-03-24,957.4,,11510.0,60.578125,67.11,91.0,,144.597,75.18,607.71,108.07
1998-03-25,954.61,,11420.0,60.359375,66.99,91.11,,146.311,77.83,606.69,106.52
1998-03-26,952.04,,11705.0,60.234375,67.07,90.68,,146.758,79.48,611.56,107.2
1998-03-27,949.25,,11698.0,60.1875,66.97,90.34,,144.448,79.15,614.19,107.33
1998-03-30,947.75,,11191.0,60.078125,66.77,90.44,,142.567,76.55,610.74,107.4
1998-03-31,951.83,,11309.0,60.25,66.86,90.6,,141.319,73.72,608.92,107.73
1998-04-01,958.47,,11247.0,60.40625,66.69,90.68,,140.891,73.39,606.11,103.48
1998-04-02,969.4,,10948.0,60.578125,66.94,90.52,,141.003,74.33,610.73,104.16
1998-04-03,972.82,,10768.0,60.921875,67.23,89.97,,139.214,75.51,622.97,103.01
1998-04-06,965.97,,10928.0,60.78125,67.12,90.12,,139.55,72.96,625.18,103.48
1998-04-07,959.11,,11122.0,60.703125,67.07,90.21,,141.003,71.88,626.39,104.83
1998-04-08,952.9,,11365.0,60.5625,67.08,90.16,,143.349,73.44,624.58,105.58
1998-04-09,959.54,,11496.0,60.5625,67.09,90.06,,144.244,73.48,622.77,109.35
1998-04-13,957.61,,11330.0,60.3125,67.09,90.63,,144.989,72.35,628.19,110.84
1998-04-14,964.25,,11309.0,60.40625,67.09,90.75,,145.063,71.4,622.37,110.37
1998-04-15,967.04,,11344.0,60.484375,67.02,90.97,,144.448,73.01,620.36,115.56
1998-04-16,956.11,,10997.0,60.53125,67.07,90.89,,142.511,75.09,621.97,112.46
1998-04-17,968.97,,10928.0,60.546875,67.07,90.99,,142.437,73.01,621.17,113.13
1998-04-20,967.68,,10928.0,60.40625,66.86,91.14,,142.083,72.77,621.57,112.25
1998-04-21,973.25,,10962.0,60.25,66.75,91.04,,142.847,72.96,627.59,113.54
1998-04-22,974.11,,10914.0,60.25,66.76,91.0,,143.964,72.96,632.21,114.48
1998-04-23,965.54,,10900.0,60.21875,66.77,91.02,,144.15,72.96,634.02,114.14
1998-04-24,953.97,,11115.0,60.296875,66.77,91.0,,143.033,72.48,630.8,112.73
1998-04-27,937.47,,10823.0,59.8125,66.25,91.17,,141.841,73.59,624.78,114.48
1998-04-28,935.11,,10685.0,59.796875,66.35,91.41,,141.841,75.61,621.17,114.62
1998-04-29,940.04,,10685.0,59.78125,66.23,91.41,,141.673,73.59,625.58,112.59
1998-04-30,959.33,,10775.0,60.21875,66.6,91.41,,140.947,73.92,618.16,111.45
1998-05-01,968.75,,10775.0,60.25,66.6,91.52,,140.742,77.48,609.52,113.71
1998-05-04,966.82,,10775.0,60.25,66.67,91.52,,140.742,76.61,613.14,113.44
1998-05-05,959.97,,10775.0,60.171875,66.51,91.52,,142.493,74.31,611.53,112.51
1998-05-06,948.61,,10525.0,60.3125,66.48,91.78,,140.667,73.83,605.51,109.18
1998-05-07,941.33,,10511.0,60.3125,66.43,91.99,,140.518,73.2,601.49,105.92
1998-05-08,956.75,,10504.0,60.1875,66.58,92.21,,140.928,72.68,603.7,106.05
1998-05-11,953.33,,10657.0,59.953125,66.48,92.12,,140.928,72.87,604.7,103.86
1998-05-12,961.68,,10588.0,60.234375,66.37,92.37,,139.587,73.2,600.09,105.59
1998-05-13,963.4,,10636.0,60.265625,66.55,92.35,,139.512,71.81,600.69,104.65
1998-05-14,959.54,,10553.0,60.15625,66.51,92.29,,139.736,72.44,601.69,105.25
1998-05-15,953.54,,10567.0,60.15625,66.45,92.45,,139.028,69.5,606.11,104.32
1998-05-18,949.9,,10678.0,60.3125,66.53,92.6,,137.24,67.58,602.7,98.2
1998-05-19,956.11,,10865.0,60.265625,66.59,92.53,,137.091,62.25,600.89,100.66
1998-05-20,963.4,,10817.0,60.40625,66.78,92.55,1.40888,137.594,62.25,602.09,101.13
1998-05-21,958.47,,11011.0,60.234375,66.78,92.48,1.41388,138.618,62.25,604.5,101.79
1998-05-22,954.83,,10921.0,60.3125,66.91,92.71,1.41388,137.594,62.25,602.3,101.66
1998-05-25,956.97,,10962.0,60.3125,66.94,92.94,1.41388,136.141,62.25,602.3,101.66
1998-05-26,937.68,,11018.0,60.453125,67.12,92.85,1.40701,135.433,62.42,593.46,99.73
1998-05-27,941.11,,10823.0,60.578125,67.06,92.77,1.39889,135.955,63.14,589.65,101.59
1998-05-28,943.47,,10935.0,60.546875,67.02,92.92,1.39889,134.502,62.55,587.64,102.32
1998-05-29,934.9,,10893.0,60.578125,67.21,92.99,1.39889,134.521,64.02,586.84,103.19
1998-06-01,938.75,,10636.0,60.671875,67.21,93.29,1.40014,133.608,63.01,577.89,101.13
1998-06-02,939.18,,10692.0,60.609375,67.32,93.5,1.40014,134.521,62.5,583.06,99.53
1998-06-03,924.18,,10622.0,60.578125,67.24,93.35,1.40638,134.483,62.38,587.23,101.99
1998-06-04,940.9,,10699.0,60.484375,67.26,93.34,1.40888,134.8,63.68,587.83,100.53
1998-06-05,957.83,,10622.0,60.546875,67.4,93.15,1.40513,133.31,63.47,583.85,100.99
1998-06-08,957.4,,10629.0,60.546875,67.35,93.35,1.40513,132.546,61.28,593.4,101.86
1998-06-09,959.54,,10747.0,60.53125,67.23,93.02,1.40513,132.993,58.33,587.63,101.66
1998-06-10,953.97,,10643.0,60.734375,67.6,93.04,1.40313,131.838,56.78,586.84,103.92
1998-06-11,935.97,,10421.0,61.03125,67.6,92.76,1.40251,129.529,53.7,574.11,101.66
1998-06-12,943.25,,10359.0,61.09375,67.73,92.91,1.40526,128.839,53.03,571.33,100.39
1998-06-15,920.33,,10206.0,61.171875,67.84,93.17,1.39789,127.349,48.69,569.93,97.6
1998-06-16,932.54,,10158.0,60.921875,67.66,93.04,1.40288,127.349,50.46,576.69,97.93
1998-06-17,951.83,,10255.0,60.625,67.47,92.87,1.40513,133.798,53.07,586.44,99.73
1998-06-18,948.4,,10705.0,60.734375,67.62,92.55,1.40388,132.285,49.57,585.84,98.66
1998-06-19,942.88,,10587.0,60.84375,67.54,92.65,1.40513,134.032,49.87,598.17,100.73
1998-06-22,947.34,,10580.0,60.875,67.69,92.76,1.39576,131.961,56.57,590.81,100.79
1998-06-23,958.58,1571.8,10428.0,60.9375,67.78,92.8,1.39576,131.078,56.57,589.42,99.99
1998-06-24,971.73,1585.98,10435.0,60.890625,67.82,93.1,1.39639,129.079,56.57,585.05,99.33
1998-06-25,970.03,1626.17,10456.0,60.875,67.76,93.03,1.39889,127.998,56.57,586.84,99.06
1998-06-26,973.42,1624.28,10553.0,60.90625,67.84,92.89,1.39701,128.232,56.57,586.64,98.33
1998-06-29,976.81,1640.35,10664.0,60.859375,67.79,92.62,1.38115,128.466,56.33,586.44,97.33
1998-06-30,969.6,1628.53,10844.0,60.953125,67.73,92.35,1.38452,130.88,56.77,592.8,97.66
1998-07-01,981.06,1654.53,11329.0,61.0,67.83,91.86,1.37765,131.87,57.53,591.41,95.94
1998-07-02,982.33,1666.35,11363.0,61.0625,67.92,92.47,1.37516,128.7,58.05,586.64,96.41
1998-07-03,982.33,1672.49,11433.0,61.0625,67.96,92.21,1.37516,130.79,58.05,586.64,96.41
1998-07-06,992.08,1675.8,11363.0,61.140625,68.12,92.44,1.3789,129.763,55.73,585.25,95.48
1998-07-07,990.18,1686.67,11419.0,61.0625,67.96,92.46,1.37765,131.078,54.52,588.43,95.81
1998-07-08,996.75,1697.07,11440.0,61.03125,67.98,92.11,1.37453,130.592,55.44,585.05,95.55
1998-07-09,990.39,1694.24,11377.0,61.140625,68.12,92.11,1.36829,128.718,55.56,581.67,95.02
1998-07-10,994.63,1681.0,11121.0,61.125,68.14,92.09,1.37391,128.934,55.52,579.88,95.68
1998-07-13,995.69,1697.55,11301.0,60.9375,67.92,91.84,1.38515,128.538,55.69,581.47,98.33
1998-07-14,1005.87,1709.37,11398.0,60.84375,67.92,91.58,1.38327,129.781,58.25,584.65,99.19
1998-07-15,1003.96,1723.55,11447.0,60.875,68.0,91.88,1.38577,129.313,59.53,585.64,101.3
1998-07-16,1010.53,1721.66,11509.0,60.8125,67.99,91.69,1.39576,129.727,58.13,584.65,101.37
1998-07-17,1013.5,1750.49,11481.0,60.796875,68.02,91.78,1.39889,130.105,55.97,586.84,101.97
1998-07-20,1012.44,1758.53,11481.0,60.890625,68.19,91.78,1.39889,130.736,53.4,590.02,104.61
1998-07-21,994.84,1749.07,11419.0,60.953125,68.22,91.77,1.39514,129.367,55.2,587.63,102.23
1998-07-22,993.99,1707.0,11232.0,60.921875,68.18,91.98,1.39389,128.484,55.2,585.84,103.49
1998-07-23,973.42,1708.89,11162.0,61.0,68.17,92.23,1.39452,128.304,55.2,584.05,102.96
1998-07-24,973.42,1699.44,11273.0,60.9375,68.22,92.07,1.40076,128.232,55.2,579.08,106.8
1998-07-27,978.3,1668.71,11017.0,60.90625,68.22,92.47,1.39701,127.403,56.6,577.09,104.74
1998-07-28,963.11,1661.62,11142.0,60.859375,68.34,92.46,1.40576,128.502,56.8,580.08,104.35
1998-07-29,957.94,1663.98,11204.0,60.765625,68.29,92.69,1.40388,127.421,56.08,576.5,103.16
1998-07-30,972.15,1686.2,11204.0,60.8125,68.34,93.0,1.39826,126.106,56.56,574.51,103.69
1998-07-31,952.64,1668.71,11336.0,60.8125,68.37,92.92,1.39826,125.26,56.56,569.34,101.83
1998-08-03,947.97,1629.95,11156.0,61.0,68.57,92.95,1.39264,124.431,54.53,564.2,99.25
1998-08-04,911.07,1629.95,11038.0,61.078125,68.67,93.08,1.40139,125.026,54.73,573.29,97.8
1998-08-05,924.01,1592.13,11045.0,61.109375,68.62,93.06,1.40451,125.746,54.45,571.9,97.93
1998-08-06,926.77,1552.89,10968.0,61.078125,68.61,93.11,1.40326,125.404,54.77,571.11,97.8
1998-08-07,928.67,1593.08,10948.0,61.28125,68.82,93.29,1.39889,123.801,54.93,569.34,98.59
1998-08-10,922.95,1555.26,10774.0,61.265625,68.92,93.43,1.39889,123.837,51.94,570.92,96.8
1998-08-11,908.95,1511.77,10636.0,61.375,69.24,93.32,1.39764,122.828,50.79,564.2,95.08
1998-08-12,925.07,1538.24,10677.0,61.328125,69.11,93.35,1.39951,123.657,50.59,561.84,96.27
1998-08-13,912.56,1533.99,10629.0,61.234375,69.13,93.29,1.39389,124.611,52.58,566.38,96.14
1998-08-14,901.15,1567.08,10428.0,61.3125,69.32,93.38,1.38078,123.567,53.14,563.61,96.27
1998-08-17,919.98,1550.53,10199.0,61.3125,69.45,93.51,1.38515,123.927,52.54,565.98,97.13
1998-08-18,938.22,1606.78,10421.0,61.296875,69.45,93.56,1.38078,124.683,51.42,565.59,96.47
1998-08-19,935.46,1617.18,10664.0,61.296875,69.56,93.32,1.3839,125.62,52.38,561.84,96.8
1998-08-20,928.46,1593.08,10664.0,61.421875,70.0,93.35,1.38515,126.305,53.89,565.39,98.72
1998-08-21,921.89,1522.17,10560.0,61.640625,70.5,93.46,1.38577,124.719,53.89,564.8,96.67
1998-08-24,927.4,1517.44,10407.0,61.75,70.54,93.72,1.3864,125.602,53.89,564.6,98.46
1998-08-25,929.31,1563.77,10442.0,61.90625,70.94,93.77,1.38452,125.26,54.4,561.44,97.86
1998-08-26,922.74,1517.44,10289.0,62.046875,70.52,93.9,1.3789,125.404,53.65,559.27,97.13
1998-08-27,878.84,1455.99,10005.0,62.328125,71.03,93.88,1.38827,127.115,52.27,547.82,97.86
1998-08-28,876.08,1418.17,9520.0,62.4375,71.03,94.15,1.40638,127.295,53.34,543.67,95.75
1998-08-31,809.49,1406.35,9749.0,62.609375,71.02,94.29,1.41138,128.016,52.71,545.84,95.35
1998-09-01,847.87,1396.42,9985.0,62.59375,70.53,94.05,1.42074,132.447,54.25,552.36,101.43
1998-09-02,840.45,1436.13,9950.0,62.46875,70.41,94.14,1.41762,131.15,54.01,554.93,99.42
1998-09-03,836.0,1399.26,9839.0,62.609375,70.71,94.04,1.43136,133.888,57.96,564.6,100.43
1998-09-04,828.57,1432.35,9707.0,62.671875,70.59,94.16,1.43448,134.843,57.64,568.15,100.89
1998-09-07,841.72,1439.91,10345.0,62.671875,70.42,94.33,1.43448,136.824,57.64,568.15,100.89
1998-09-08,871.63,1477.26,10303.0,62.59375,70.32,94.45,1.43199,136.464,56.46,566.38,103.37
1998-09-09,850.84,1441.8,10192.0,62.984375,70.93,94.52,1.43636,131.636,55.79,562.82,104.44
1998-09-10,822.42,1372.79,10116.0,63.734375,71.66,95.62,1.46633,133.996,57.96,575.26,103.23
1998-09-11,860.17,1363.8,9585.0,63.40625,71.45,95.98,1.46134,137.671,56.66,581.18,102.43
1998-09-14,873.96,1404.46,10004.0,63.34375,71.17,96.01,1.45634,135.041,56.97,574.47,101.23
1998-09-15,879.05,1394.53,10004.0,63.265625,71.45,96.01,1.46071,135.041,57.57,573.48,103.03
1998-09-16,889.02,1405.4,9830.0,63.390625,71.32,96.15,1.45946,133.935,57.41,568.55,101.76
1998-09-17,864.84,1340.17,9641.0,63.671875,71.62,96.71,1.46384,136.753,58.71,574.86,99.96
1998-09-18,866.1,1311.66,9746.0,64.0,71.66,96.75,1.46259,136.236,61.2,575.26,99.96
1998-09-21,865.68,1256.02,9425.0,64.015625,71.88,96.33,1.46259,134.291,61.2,570.13,99.76
1998-09-22,873.24,1286.41,9641.0,63.796875,71.72,96.21,1.46758,133.328,61.91,567.96,98.42
1998-09-23,905.16,1330.37,9641.0,64.046875,71.46,96.21,1.46883,133.061,61.91,571.9,100.29
1998-09-24,885.21,1315.4,9949.0,64.265625,71.48,96.37,1.47195,133.524,61.91,580.19,100.36
1998-09-25,882.9,1294.36,9627.0,64.390625,71.46,96.65,1.47258,132.383,61.02,579.8,101.03
1998-09-28,893.19,1313.07,9746.0,64.359375,71.4,96.6,1.47508,132.722,60.59,582.96,100.69
1998-09-29,888.36,1307.46,9620.0,64.40625,71.47,96.43,1.48195,134.327,61.91,580.79,100.63
1998-09-30,861.9,1260.23,9327.0,64.921875,72.02,96.71,1.48195,131.83,62.53,585.13,98.56
1998-10-01,835.65,1183.07,9187.0,65.390625,72.18,96.95,1.49818,132.847,59.78,591.2,98.22
1998-10-02,850.77,1169.04,9264.0,65.375,72.18,97.07,1.49943,132.847,60.59,592.57,97.15
1998-10-05,835.44,1145.66,9047.0,65.8125,72.46,96.86,1.51879,134.184,59.63,585.13,95.55
1998-10-06,835.23,1215.8,9040.0,65.546875,72.27,96.9,1.51504,137.734,60.05,583.76,96.42
1998-10-07,822.42,1199.44,9648.0,65.125,71.89,96.56,1.53378,149.615,58.35,592.76,97.69
1998-10-08,814.02,1146.6,9075.0,64.203125,70.66,96.43,1.53378,150.953,55.87,591.0,96.62
1998-10-09,832.5,1169.51,8991.0,63.40625,69.69,96.42,1.53378,154.485,56.49,584.15,96.68
1998-10-12,844.47,1243.86,9404.0,63.40625,69.63,95.8,1.53378,153.236,55.95,583.56,97.22
